ppid,trial_num_in_block,time,block_num,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt,order
d1-009,2,pre,1,1010.7799075557218,335,5059.336201928614,-5480.551345418324,135,590,pre
d1-009,3,post,4,855.1256723725792,390,3122.1489070226116,-4264.76955121634,65,660,first
d1-009,3,pre,1,1034.7946544879644,320,5479.590522745614,-4580.605273269983,195,615,pre
d1-009,4,post,4,873.7263625861574,325,4520.555900687063,-2697.384901544933,145,490,first
d1-009,4,pre,1,1102.8375081055292,260,6747.559501273252,-3773.9168962396816,95,555,pre
d1-009,5,post,4,922.0657528172862,310,4417.894513003195,-2518.8941840652187,135,620,first
d1-009,5,pre,1,1090.5961939026688,300,5824.479342261171,-3812.0548908205487,140,515,pre
d1-009,6,post,4,801.8842319408569,493,2225.3032509245195,-2453.0251485479016,413,768,first
d1-009,6,pre,1,1368.2142902446762,275,8214.041620616375,-5488.953746462539,160,365,pre
d1-009,7,post,4,890.3199252040728,380,4330.611021012786,-2742.8529863800986,85,540,first
d1-009,7,pre,1,1205.6198109338047,290,5190.190690332893,-5284.807228772062,105,390,pre
d1-009,8,post,4,1050.304959272147,285,5495.247282227544,-3263.6505031792385,115,400,first
d1-009,8,pre,1,1158.19412046387,260,6142.744901762342,-4617.96785123436,90,370,pre
d1-009,9,post,4,1141.0882492229248,250,6816.820336822389,-4497.9047104924375,125,365,first
d1-009,9,pre,1,1182.8694529587424,240,7842.409266649521,-4751.005765952514,100,390,pre
d1-009,10,post,4,988.3756492071723,300,5544.485830574538,-3434.5156078378177,145,560,first
d1-009,10,pre,1,1272.3760071243062,580,6671.819813595781,-4814.212756025647,520,700,pre
d1-009,11,post,4,1008.6341775823498,285,5463.500641017776,-4256.284326612875,140,455,first
d1-009,11,pre,1,1261.345632491319,255,7161.9730900184,-4732.244174268736,120,405,pre
d1-009,12,post,4,983.2203955268857,265,5959.107515892786,-3371.8762725252686,115,585,first
d1-009,12,pre,1,1175.7028633465056,280,7639.105722974143,-4937.8055458551025,130,420,pre
d1-009,13,post,4,1043.6873684520363,240,6733.266877026004,-4043.3679995767084,115,395,first
d1-009,13,pre,1,1183.1324866211628,315,7423.733979078479,-5453.448827288694,215,460,pre
d1-009,14,post,4,1206.0363856245258,225,7851.320426001131,-3968.083883768215,125,345,first
d1-009,14,pre,1,1240.2947604828485,280,7959.380605498858,-5547.209612117407,130,395,pre
d1-009,15,post,4,1062.5311696242488,245,6755.804295227025,-3372.1716464126316,135,445,first
d1-009,15,pre,1,1189.710558593536,280,6491.3805083194275,-4544.942120217883,110,400,pre
d1-009,16,post,4,1033.5435129091875,285,4880.936709635766,-2620.3325515628703,150,470,first
d1-009,16,pre,1,1197.9127916058906,435,5863.434560261885,-4954.469528128447,280,520,pre
d1-009,17,post,4,807.1015825147451,295,3968.701884756941,-2115.3183860743093,80,415,first
d1-009,17,pre,1,1065.7953835093977,255,6033.761714935296,-3811.4005191801452,95,420,pre
d1-009,18,post,4,650.4862788484045,280,3534.1519131223376,-1561.1973119758768,70,640,first
d1-009,18,pre,1,1125.52766570238,355,5690.966220307962,-4081.8156079289274,170,475,pre
d1-010,1,post,5,657.9486269001465,325,2739.6859759247136,-1763.7980752637984,60,535,second
d1-010,1,pre,2,464.329984564366,490,1532.0697939689103,-1043.608764847556,160,680,pre
d1-010,2,post,5,842.3140903899573,255,4738.750489065878,-2364.7737192555073,105,480,second
d1-010,2,pre,2,786.9926991678374,415,2967.30248287023,-2420.345948134088,175,695,pre
d1-010,3,post,5,920.2570995579798,320,4763.858857623464,-3344.4062477469233,120,435,second
d1-010,3,pre,2,687.1887164780892,380,2752.4685501281497,-1898.6336559516594,135,795,pre
d1-010,4,post,5,909.8094327347214,315,4782.174852320792,-2923.856904229057,105,420,second
d1-010,4,pre,2,551.8027270796182,435,2277.87729907793,-1734.932138405889,230,775,pre
d1-010,5,post,5,825.9512458937397,290,4217.1497278928455,-1973.9778982934647,85,395,second
d1-010,5,pre,2,595.7803690040461,455,2606.5517944507196,-1124.469639571335,165,1000,pre
d1-010,6,post,5,815.2984215593088,300,4056.1569114542835,-2204.19087445488,105,490,second
d1-010,6,pre,2,771.5439264039426,390,3550.258738745828,-2423.7342973226596,185,595,pre
d1-010,7,post,5,871.7906306845566,300,4191.135366914052,-3203.0426412233405,95,540,second
d1-010,7,pre,2,729.9335590486785,375,2989.5819539863733,-2426.8969271975116,130,780,pre
d1-010,8,post,5,895.9242587325605,290,4644.903475505176,-2961.131470162819,95,475,second
d1-010,8,pre,2,699.4011762732064,300,2963.2554054286284,-2571.1844517711206,95,810,pre
d1-010,9,post,5,612.00736637513,570,2289.5663068438334,-1355.378477851733,295,800,second
d1-010,9,pre,2,774.990473256346,345,3769.916200701908,-2152.577302642981,130,595,pre
d1-010,10,post,5,786.6466645384313,315,3286.3973249539395,-2617.604308515666,90,480,second
d1-010,10,pre,2,821.6904920003872,305,3380.2926967305993,-2657.0687775595757,120,480,pre
d1-010,11,post,5,786.6185041829897,535,3431.285768884727,-2875.1126578268036,240,805,second
d1-010,11,pre,2,798.1957284980934,310,4416.279266561201,-1903.9075068664622,120,520,pre
d1-010,12,post,5,837.3125511635479,330,3273.689389970569,-2800.8123578584928,95,500,second
d1-010,12,pre,2,845.9137808632012,305,4232.658056742561,-2539.222073232735,160,520,pre
d1-010,13,post,5,904.9031916490854,285,4569.67174712383,-2473.11504409575,100,475,second
d1-010,13,pre,2,879.4380556399968,320,3982.988665981271,-2833.061364232404,80,485,pre
d1-010,14,post,5,830.3571648111844,265,3930.1102021066545,-2721.1350289517777,110,510,second
d1-010,14,pre,2,862.4292115911767,325,3763.0986051616023,-2405.3220892729496,175,455,pre
d1-010,15,post,5,824.1379183909713,310,3838.2775736882136,-3047.524850896615,80,515,second
d1-010,15,pre,2,885.37897113242,340,3667.2357218709067,-2766.789964124964,115,465,pre
d1-010,16,post,5,840.7007202714512,335,3738.345770620137,-2594.528959596641,115,640,second
d1-010,16,pre,2,862.630427687802,380,4227.287524749202,-2714.729162912068,135,495,pre
d1-010,17,post,5,861.01921676664,320,3720.1290765931244,-3093.4333232947965,100,535,second
d1-010,17,pre,2,932.5498253758875,470,4330.023328849837,-3507.4887196315476,300,645,pre
d1-010,18,post,5,854.7087337335822,335,3885.259111930469,-3161.975837195372,95,515,second
d1-010,18,pre,2,1041.8424303604056,330,6224.3337082463195,-4369.99840277731,165,475,pre
d1-011,1,post,5,981.5617869377776,245,5619.782187149837,-3908.4542363198984,85,535,second
d1-011,1,pre,1,931.0502226145227,555,3575.67940335233,-2781.2960688078815,375,755,pre
d1-011,2,post,5,969.9560496745953,255,5143.062361061968,-2898.7969043659887,120,450,second
d1-011,2,pre,1,1012.3147691947906,260,4755.850893998342,-4567.519133326347,110,530,pre
d1-011,3,post,5,1082.6842036481112,245,6868.139449476474,-3703.7125564221906,90,305,second
d1-011,3,pre,1,1088.7860848815826,340,5373.9586387735735,-3637.4681928819155,195,450,pre
d1-011,4,post,5,956.4736824260227,235,5916.6108248327255,-3051.22167147777,100,350,second
d1-011,4,pre,1,1215.1750905789795,250,7773.3819248386135,-4497.443422924125,105,355,pre
d1-011,5,post,5,997.3967793801115,275,5863.687548494063,-3275.031679146733,105,375,second
d1-011,5,pre,1,1058.4359810697283,245,6206.240073572439,-3066.695710440653,80,380,pre
d1-011,6,post,5,1117.433009801439,300,7047.773253034542,-4176.757407046689,110,380,second
d1-011,6,pre,1,1064.934710420471,255,6781.742950552049,-3745.8042420741335,80,570,pre
d1-011,7,post,5,1021.734252432988,250,5496.140360161539,-3563.3199110076116,105,375,second
d1-011,7,pre,1,1167.9381958181707,280,6696.434136446891,-4476.4186886602565,85,415,pre
d1-011,8,post,5,1042.7242143881736,240,6051.604023960897,-3274.445960660311,85,355,second
d1-011,8,pre,1,1135.880748402408,260,6843.457840453022,-4610.867766698426,120,410,pre
d1-011,9,post,5,997.2116819212065,255,5598.012403857774,-3488.0723447562314,80,385,second
d1-011,9,pre,1,723.2215033431769,230,4126.042938618652,-2808.1424170476707,75,365,pre
d1-011,10,post,5,847.487588776389,270,4098.391105309931,-2283.7425522518606,80,395,second
d1-011,10,pre,1,832.6354113956551,270,3685.960676790147,-2278.826941462382,80,460,pre
d1-011,11,post,5,1043.0060132011458,270,5441.884315656091,-3745.1882597014815,100,430,second
d1-011,11,pre,1,869.1551556472657,250,4821.942174321404,-2594.003368392386,95,385,pre
d1-011,12,post,5,1112.7592298617226,245,7039.8598967666085,-3925.320239503634,100,365,second
d1-011,12,pre,1,1050.9780528897645,285,6044.21631476274,-4188.257431580656,80,390,pre
d1-011,13,post,5,957.7240996342385,295,4267.108248977,-2967.8901079019997,140,445,second
d1-011,13,pre,1,881.4520725262707,280,3783.837377647679,-2394.3037899310484,60,510,pre
d1-011,14,post,5,1086.5730542326828,270,5893.4027541383675,-3922.259780198001,90,355,second
d1-011,14,pre,1,953.6755341316488,395,4360.299922129222,-2829.365748428225,205,590,pre
d1-011,15,post,5,1112.3215020375726,260,5738.517806031228,-3676.8283551918225,70,385,second
d1-011,15,pre,1,936.6282248249388,335,4328.295094069176,-2907.8637514340508,70,470,pre
d1-011,16,post,5,1011.1851084967626,230,5464.269757964937,-2793.425323266787,85,355,second
d1-011,16,pre,1,962.1169349128095,310,4070.1289924388607,-2960.122887850034,120,405,pre
d1-011,17,post,5,903.4335997973571,440,4518.149631489204,-2976.676247417411,265,625,second
d1-011,17,pre,1,958.6773986724671,315,4885.838392155753,-2818.62082725599,100,400,pre
d1-011,18,post,5,977.0931180109045,250,4645.994028320661,-2564.840216859069,115,405,second
d1-011,18,pre,1,1013.3810988176438,255,5043.915062697182,-3440.23049581096,105,405,pre
d1-012,1,post,4,863.4643605671213,505,3102.382595436212,-3446.096723995828,370,910,first
d1-012,1,pre,2,737.7624860174902,265,3009.8646359924164,-2094.169977623811,75,725,pre
d1-012,2,post,4,948.3411622812623,355,3844.398877950184,-3228.6383099285795,165,480,first
d1-012,2,pre,2,864.0855915996613,285,3576.9334819811434,-2501.5212053956698,135,530,pre
d1-012,3,post,4,922.174750552993,290,4268.86519285885,-3005.6807247500865,75,430,first
d1-012,3,pre,2,968.1005173098097,350,4058.7499645767875,-2827.070919810315,165,520,pre
d1-012,4,post,4,1030.8322885583875,305,4504.213064100646,-3238.52985825392,70,460,first
d1-012,4,pre,2,922.8637308777197,350,3643.6226212938573,-2764.1308420308187,210,470,pre
d1-012,5,post,4,923.7222841969935,300,4821.256778652085,-2667.28141833928,90,550,first
d1-012,5,pre,2,1039.186512780066,310,4233.521501370953,-3793.7973117312063,190,490,pre
d1-012,6,post,4,996.5087329722699,345,4639.753448504234,-3876.3157089446345,125,470,first
d1-012,6,pre,2,987.5087458355708,295,5234.398333752605,-3913.6556582392604,95,455,pre
d1-012,7,post,4,986.3530533008737,295,4728.495830310843,-3312.5444340922672,120,490,first
d1-012,7,pre,2,969.3582428447148,345,4204.223495332084,-3328.073164026042,100,475,pre
d1-012,8,post,4,1093.0893259159695,335,4666.738708621175,-3827.094961718528,70,430,first
d1-012,8,pre,2,1022.9466789871788,340,4320.744118056569,-3609.833430060284,150,470,pre
d1-012,9,post,4,997.4280896882586,350,4603.10572820618,-4109.325761838163,100,470,first
d1-012,9,pre,2,980.4749317608735,290,5887.805291623496,-3014.5121489419525,90,515,pre
d1-012,10,post,4,977.1538137813556,350,4611.520508663148,-3292.523635128786,160,590,first
d1-012,10,pre,2,974.8611375609897,305,4310.395694159328,-3294.9353104407146,140,575,pre
d1-012,11,post,4,1095.8804982225536,265,6153.038007273603,-3753.083339961078,105,465,first
d1-012,11,pre,2,1009.6785284767136,365,4271.307962567274,-3430.5410084473324,175,575,pre
d1-012,12,post,4,999.8648720204459,290,5110.263064558185,-3840.577327714394,105,475,first
d1-012,12,pre,2,1029.1270583606602,320,5320.039390722637,-3800.0405426919865,70,490,pre
d1-012,13,post,4,1067.2155259459958,265,5139.207466193496,-4026.699903927383,120,460,first
d1-012,13,pre,2,1028.7067885988602,335,4336.303993570652,-4011.6671367438166,230,525,pre
d1-012,14,post,4,966.1357041745771,315,4635.4455689116685,-4216.592096196044,145,540,first
d1-012,14,pre,2,1079.6823630923607,355,5120.37956494372,-3706.3244818499134,140,465,pre
d1-012,15,post,4,990.3583208283036,255,5610.358112967126,-4047.883579806202,105,510,first
d1-012,15,pre,2,1036.8427187430427,305,4087.268637779164,-3468.6618871785327,85,440,pre
d1-012,16,post,4,1065.3179639723644,390,5365.325934568184,-3787.1182834994206,135,465,first
d1-012,16,pre,2,990.5736009275738,330,4602.888295661251,-4321.16280341521,135,500,pre
d1-012,17,post,4,1108.5442178034036,315,5461.675345454433,-5325.71330547962,110,485,first
d1-012,17,pre,2,1023.1499275854752,420,5315.823172120084,-3875.416133279684,230,605,pre
d1-012,18,post,4,1110.650274172417,255,6232.1999122940015,-5176.8933115812615,110,465,first
d1-012,18,pre,2,985.6704144953953,300,4496.849999490669,-3326.745427438568,150,510,pre
d1-013,1,post,5,833.9891140380864,355,4728.976963292276,-2105.7511356057053,100,505,second
d1-013,1,pre,1,723.0414622974006,330,4243.819043418207,-1393.7671045954135,115,470,pre
d1-013,2,post,5,877.0026515819061,295,3577.3779322076166,-3751.95589817425,55,440,second
d1-013,2,pre,1,571.3068008484092,525,4658.3674183752155,-2714.092774122477,50,865,pre
d1-013,3,post,5,840.6516691227398,375,3549.9473727775635,-3474.038177493472,90,550,second
d1-013,3,pre,1,697.0372585278155,440,3994.619990979254,-1873.0567979927957,55,645,pre
d1-013,4,post,5,946.0215884374956,305,4728.976963292276,-3233.99402649198,100,530,second
d1-013,4,pre,1,858.7013861047096,300,5173.870118191421,-3471.624308958252,90,545,pre
d1-013,5,post,5,810.2051354415596,410,3554.6181993597393,-2577.05486735717,105,570,second
d1-013,5,pre,1,733.5908837602518,360,3418.1829220891636,-2321.1169417053775,60,595,pre
d1-013,6,post,5,822.1982815387407,410,2860.54962211803,-2667.182007022193,65,565,second
d1-013,6,pre,1,829.7844213276037,315,3978.585009275447,-2563.77837159682,130,495,pre
d1-013,7,post,5,779.4001193658297,365,4006.8080226330976,-2429.022490779951,85,520,second
d1-013,7,pre,1,962.8452791166219,275,3800.151856049525,-4612.177353372099,60,300,pre
d1-013,8,post,5,872.0147561205706,355,3563.8451973148904,-3197.164097832254,115,535,second
d1-013,8,pre,1,789.0982134871398,355,4759.417119030889,-2408.1147506138605,70,590,pre
d1-013,9,post,5,807.385861353376,315,4930.857075275609,-2161.084610888542,70,555,second
d1-013,9,pre,1,912.9029309015815,275,5103.186637691939,-2195.478301417531,75,520,pre
d1-013,10,post,5,848.9157029044472,345,3864.330997654948,-2641.735358504094,130,560,second
d1-013,10,pre,1,858.6377302376894,290,4431.166865195733,-2679.1998174676114,65,515,pre
d1-013,11,post,5,891.0793056098271,350,4215.673447677884,-3191.2226656983466,75,575,second
d1-013,11,pre,1,888.8717214868938,275,4174.411803817924,-2571.3766871616517,90,460,pre
d1-013,12,post,5,885.2924650395096,335,3736.9390029266588,-3058.9835961942385,70,560,second
d1-013,12,pre,1,823.2382317294979,355,3502.3312058388515,-2358.5740845552164,155,565,pre
d1-013,13,post,5,877.7534099182785,375,3666.678337848083,-3022.4008311406874,70,535,second
d1-013,13,pre,1,1029.087530390294,275,6506.828642782702,-2871.7865811657766,70,470,pre
d1-013,14,post,5,918.6972308332039,270,5282.299844977564,-3338.033043826539,95,480,second
d1-013,14,pre,1,998.0500456800708,290,4128.700230958142,-3638.5737919326803,70,310,pre
d1-013,15,post,5,953.423626743081,385,4444.854522169913,-3258.3880838023188,115,540,second
d1-013,15,pre,1,975.7846361169723,330,4808.317935300645,-3295.0186864615043,75,575,pre
d1-013,16,post,5,811.922168432437,365,3484.1947609068184,-2519.8480806511398,100,595,second
d1-013,16,pre,1,959.7439346318167,295,4731.729837872184,-3327.7656672131216,125,485,pre
d1-013,17,post,5,877.0032900257119,320,4512.878948675063,-3256.0248580733632,85,540,second
d1-013,17,pre,1,910.2958320590819,305,4701.517613770487,-2747.3860076170504,155,480,pre
d1-013,18,post,5,901.2086891488566,380,3287.9414182418177,-2915.643748880569,150,560,second
d1-013,18,pre,1,987.2323218196984,315,5408.06707497864,-3260.9141797016173,95,480,pre
d1-014,1,post,4,898.9829291152616,400,4021.9698407055444,-3115.921102239388,130,540,first
d1-014,1,pre,1,724.8526015855871,550,2955.453292464406,-2097.030299406516,295,890,pre
d1-014,2,post,4,1149.3634688370223,420,6058.922643484502,-3762.662975367232,80,510,first
d1-014,2,pre,1,1117.8248958200716,295,5252.476048391274,-3373.9215505203897,65,390,pre
d1-014,3,post,4,866.2499135974688,320,4065.1747082626835,-3024.9546058550163,75,570,first
d1-014,3,pre,1,1059.242253352121,315,4387.172992293901,-3829.778314968732,130,490,pre
d1-014,4,post,4,880.990603986128,455,3165.084858298314,-2758.5624193319245,205,605,first
d1-014,4,pre,1,1103.5444513227171,315,5729.006932398265,-3929.881316873029,150,494.26,pre
d1-014,5,post,4,1005.2685302036922,330,4759.468117023338,-3530.2989344075695,115,455,first
d1-014,5,pre,1,1109.35437041336,315,4589.819260219509,-4427.866049540223,155,450,pre
d1-014,6,post,4,948.0040922501181,460,4074.624352132451,-3095.356528009975,110,580,first
d1-014,6,pre,1,1046.1957347347086,320,4246.048394141984,-4710.972760486391,200,440,pre
d1-014,7,post,4,1076.990935137907,325,5183.742286876501,-3973.3696132618093,150,490,first
d1-014,7,pre,1,1094.3202715175162,310,4793.689393733275,-4283.616686205637,180,460,pre
d1-014,8,post,4,987.9036078002434,315,5210.50390332301,-3127.9732815250172,120,470,first
d1-014,8,pre,1,887.1480353485476,415,3896.0326821398285,-2748.9073672314544,255,570,pre
d1-014,9,post,4,781.8052655976338,445,2266.706775121067,-2743.934926192992,180,620,first
d1-014,9,pre,1,1025.5612228551395,330,4070.534872520003,-3280.0822290278293,85,480,pre
d1-014,10,post,4,1030.0005597380537,375,4730.9771118393755,-4707.16594112888,150,500,first
d1-014,10,pre,1,981.5949004814732,365,4148.561661313261,-2565.974179537353,220,540,pre
d1-014,11,post,4,1001.02048180206,345,5403.697368117154,-3940.3003191741964,135,500,first
d1-014,11,pre,1,1018.3420594005464,475,3881.467117578877,-3374.551785286326,240,575,pre
d1-014,12,post,4,947.8400584137597,320,5143.427620539976,-3284.518647924817,90,495,first
d1-014,12,pre,1,1001.6634159771027,355,14331.898467280167,-3262.725680695059,105,540,pre
d1-014,13,post,4,999.6101711741674,430,4033.6014421717364,-4315.154882499386,235,565,first
d1-014,13,pre,1,1109.9031992116575,340,5470.0693115675895,-4346.247604972574,70,480,pre
d1-014,14,post,4,980.573435291262,355,4530.701626796923,-3955.3820600449653,135,555,first
d1-014,14,pre,1,948.0274080272188,320,5412.21299245498,-3173.9859005435655,70,490,pre
d1-014,15,post,4,980.2994911143455,395,3671.5897536390503,-3777.9498222981983,185,565,first
d1-014,15,pre,1,1062.75485277885,440,4683.043620364646,-7864.5852527182415,65,810,pre
d1-014,16,post,4,938.9190404165186,350,4486.290189845639,-3408.7409603545675,80,470,first
d1-014,16,pre,1,1189.7475228415983,400,5248.290974981836,-4278.465519970138,80,520,pre
d1-014,17,post,4,908.2753742871382,410,4036.6253179995665,-3155.1732668075597,65,560,first
d1-014,17,pre,1,1236.2220459049395,340,6943.55087375812,-4845.425405397862,75,490,pre
d1-014,18,post,4,902.6766158212674,445,4151.18303590645,-2954.2914715645634,205,570,first
d1-014,18,pre,1,1169.0928612449604,360,5859.217402330965,-4422.927453141034,80,520,pre
d1-015,1,post,4,455.344307030722,495,2207.1286401466923,-945.1630919586026,180,750,first
d1-015,1,pre,1,445.270438742634,855,1012.0622591813425,-1081.3452848888319,665,1260,pre
d1-015,2,post,4,539.2453217648667,430,1624.9899552609795,-1187.1431110301473,265,715,first
d1-015,2,pre,1,426.6066818951449,995,1546.1155912818663,-990.648597523809,870,1495,pre
d1-015,3,post,4,617.0352010000231,240,3388.1527587267346,-1611.3470476860584,75,540,first
d1-015,3,pre,1,562.5018041015051,445,2693.547451186664,-1500.9219132762314,120,855,pre
d1-015,4,post,4,550.3939314992131,590,2153.870060363559,-1307.884858029118,360,890,first
d1-015,4,pre,1,592.8950718529295,350,2394.2374593002105,-1795.9860296445395,80,1255,pre
d1-015,5,post,4,601.2537069478287,460,2459.718428610118,-1507.3510266172696,240,695,first
d1-015,5,pre,1,556.4651386193564,540,1900.5443162567944,-1480.676662718185,235,770,pre
d1-015,6,post,4,738.7839107132916,275,3543.516482494322,-2257.231720985395,110,445,first
d1-015,6,pre,1,690.3236637872772,630,3260.6220381695766,-2262.649427930201,190,870,pre
d1-015,7,post,4,789.1362097465087,625,3790.031664787974,-2150.1693529806257,415,780,first
d1-015,7,pre,1,539.1877672905455,340,2258.472221767811,-945.9252459984059,60,710,pre
d1-015,8,post,4,803.082872709237,265,4000.514240791624,-2028.6926491033937,75,505,first
d1-015,8,pre,1,635.3713560777992,365,2613.2223810075775,-1880.0596773057641,65,545,pre
d1-015,9,post,4,648.1564103497634,510,1667.8397355647708,-1581.3466919772131,95,760,first
d1-015,9,pre,1,657.1178985267516,365,2890.8109009688965,-1423.104568390472,50,690,pre
d1-015,10,post,4,734.4752518622155,330,3506.974322303631,-1742.8199996972246,65,545,first
d1-015,10,pre,1,595.6195438589507,515,1790.9685977077593,-1229.6780722873996,240,695,pre
d1-015,11,post,4,603.9298918045691,433,2083.9896477699385,-1650.65805488822,88,968,first
d1-015,11,pre,1,651.9896825661503,480,1930.2114724365183,-1784.7989868050865,245,665,pre
d1-015,12,post,4,668.7754719440873,460,4447.773136738209,-1631.7356468281664,75,670,first
d1-015,12,pre,1,787.75928805183,335,3290.911087283565,-2352.3558085296654,95,475,pre
d1-015,13,post,4,759.7316666388226,310,3266.570970761758,-3304.100475573097,90,610,first
d1-015,13,pre,1,682.0895862532636,430,2646.9522010801834,-1682.9983665478032,255,860,pre
d1-015,14,post,4,838.7675092078086,255,4452.514510998754,-2023.0349456798356,85,380,first
d1-015,14,pre,1,729.3469783646001,435,2215.1167988630627,-1772.5340029815757,310,745,pre
d1-015,15,post,4,842.9052019130992,325,4125.942365836996,-2292.9812024071084,100,500,first
d1-015,15,pre,1,595.8916584823567,475,2197.901061209308,-1351.3400621591068,175,1005,pre
d1-015,16,post,4,742.5768491352565,410,4159.116569115176,-2316.8200554114555,170,635,first
d1-015,16,pre,1,566.9592676815673,470,2030.3228696306905,-1014.0431264499426,245,910,pre
d1-015,17,post,4,959.0817485305921,265,5720.858697309739,-3494.5741449879233,95,400,first
d1-015,17,pre,1,559.9230561420466,600,1589.7595695770574,-1133.7345079108823,335,825,pre
d1-015,18,post,4,618.5090024600692,390,3567.459841124041,-1304.059733215407,85,520,first
d1-015,18,pre,1,616.2096015642105,495,1871.8110822458566,-1581.5992670588612,150,690,pre
d1-016,1,post,5,886.9371563781511,335,4928.946504020766,-2947.6313915031733,80,455,second
d1-016,1,pre,2,1120.5606224631265,315,6194.580656966521,-3455.9597154709177,80,470,pre
d1-016,2,post,5,868.8319813599276,325,4058.9880080337352,-2519.1088326174367,135,465,second
d1-016,2,pre,2,909.4084307165281,305,4313.7952652986605,-2531.114333885323,110,640,pre
d1-016,3,post,5,769.1373809756828,395,3287.5366605820536,-2323.0716913625483,50,545,second
d1-016,3,pre,2,901.4239357720028,315,4123.866744208248,-2618.7505349626463,105,490,pre
d1-016,4,post,5,889.7677272271426,460,3834.0610669221355,-2483.4379577192276,250,680,second
d1-016,4,pre,2,1058.3078120371242,275,5227.389762836376,-3868.1705959414658,90,385,pre
d1-016,5,post,5,896.8721846449314,435,4574.082021333883,-2485.2000117384914,210,595,second
d1-016,5,pre,2,946.5491339978171,310,4625.812732361029,-3004.4283567798593,95,480,pre
d1-016,6,post,5,930.2429112332936,355,4449.0577970398745,-3004.02544993659,115,480,second
d1-016,6,pre,2,955.279931645307,255,6027.792783011096,-3162.3043886748437,75,390,pre
d1-016,7,post,5,947.4495573059972,340,3956.1903436042585,-3137.4627546607426,165,480,second
d1-016,7,pre,2,952.9354492203315,285,5653.095400080436,-3127.9064881531453,85,425,pre
d1-016,8,post,5,902.9801547542795,320,3589.1825470523045,-2868.983570173357,135,475,second
d1-016,8,pre,2,904.0359313260353,395,3697.706592235376,-2817.8628993152956,165,535,pre
d1-016,9,post,5,860.5981062476162,380,3612.1991576205737,-2499.182983544878,100,550,second
d1-016,9,pre,2,929.4114807389108,300,5601.900210609585,-3089.6384049122257,65,470,pre
d1-016,10,post,5,947.353678405467,330,4361.188097324992,-3009.453104812196,105,495,second
d1-016,10,pre,2,869.5550915694348,325,3794.0327164831015,-2510.4755357761346,65,615,pre
d1-016,11,post,5,967.0084638352558,360,4719.786363378169,-3280.8368858431822,65,560,second
d1-016,11,pre,2,854.2512674330478,330,3978.3937062468713,-2751.1242109860395,160,510,pre
d1-016,12,post,5,961.1210519518568,360,5550.290904868539,-3373.9333717756244,60,540,second
d1-016,12,pre,2,911.3870558199536,340,4177.499035264852,-2714.092774122477,145,475,pre
d1-016,13,post,5,1002.498660050818,275,4474.872957801953,-2881.544498011674,135,555,second
d1-016,13,pre,2,1016.3607285699131,315,4556.1422181298685,-3935.05957291951,140,470,pre
d1-016,14,post,5,981.1077529121458,300,5297.032848148425,-2742.8950033770616,125,540,second
d1-016,14,pre,2,984.5216866181947,330,5082.200284869937,-3503.683149384816,115,450,pre
d1-016,15,post,5,1016.159748445332,300,4895.552954897053,-3048.4592026857727,125,495,second
d1-016,15,pre,2,1052.1903279614626,275,6134.946111198069,-4150.7872447715135,95,455,pre
d1-016,16,post,5,1016.4703659126587,375,3562.992149721481,-3437.2931238512388,170,520,second
d1-016,16,pre,2,913.2304586194405,315,4557.480830077654,-2569.473633940741,120,615,pre
d1-016,17,post,5,991.0903888742798,295,5261.225280760258,-3502.0401366531514,115,430,second
d1-016,17,pre,2,947.1569226173388,350,4033.161805763903,-3098.399357018421,170,570,pre
d1-016,18,post,5,1080.9708360711916,320,5119.863190302007,-3670.7326757148953,95,485,second
d1-016,18,pre,2,1016.11702059083,290,5184.340028082102,-3785.794641853552,145,485,pre
d1-017,1,post,4,1098.6937342604604,315,7036.3786090471685,-4077.8932285210817,170,460,first
