ppid,trial_num_in_block,time,block_num,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt,order
d1-017,1,pre,1,1014.4546508507372,280,5201.4646385829365,-3479.51675154876,90,410,pre
d1-017,2,post,4,950.4358586992233,270,4950.8663450754975,-4716.9307441611,95,375,first
d1-017,2,pre,1,1287.5006174844868,220,7906.854916756474,-5014.067237185445,90,355,pre
d1-017,3,post,4,885.5537442751818,245,5112.446364149231,-3789.0967631049443,95,570,first
d1-017,3,pre,1,1423.5132203225555,195,10228.020297911073,-5345.234419078213,105,315,pre
d1-017,4,post,4,988.4499167063007,255,5983.4451152837355,-3238.8068136633483,110,360,first
d1-017,4,pre,1,1578.321441211785,220,11459.119988505649,-8374.661126375304,120,280,pre
d1-017,5,post,4,976.9585111197182,230,5783.557012677886,-2637.7664810839096,105,370,first
d1-017,5,pre,1,1243.7574974931601,240,8688.48541956173,-5021.535169408469,120,335,pre
d1-017,6,post,4,998.8440439137438,200,6435.367749467829,-4091.215004798622,100,365,first
d1-017,6,pre,1,1294.508728098568,240,8590.974707288302,-5295.861401138471,110,325,pre
d1-017,7,post,4,1058.245774054221,245,5827.113689950033,-4525.022449805549,110,360,first
d1-017,7,pre,1,1267.393529128558,245,8502.855748960554,-5803.492106500065,110,385,pre
d1-017,8,post,4,996.0376717530573,465,5411.604869794107,-4566.845934706722,275,515,first
d1-017,8,pre,1,1230.9783340238484,225,8301.858107564585,-4763.341584438517,110,345,pre
d1-017,9,post,4,1119.8990097104456,250,6930.018994166061,-3595.4840231196154,110,360,first
d1-017,9,pre,1,1173.5233040384385,260,8617.900542138752,-4271.541965661167,105,300,pre
d1-017,10,post,4,1061.5988467904565,230,6836.570198205689,-2944.499794005009,120,375,first
d1-017,10,pre,1,1254.0016596504183,230,8818.652440111706,-5058.978143752418,105,405,pre
d1-017,11,post,4,1126.6236272813308,260,6627.17364573036,-5291.483389607293,120,380,first
d1-017,11,pre,1,1316.4058984095982,240,8038.348965032331,-4199.651116550287,125,320,pre
d1-017,12,post,4,960.1546924467068,250,6165.889505649007,-3464.046794655794,125,345,first
d1-017,12,pre,1,1323.3778717766509,230,8466.7276374963,-5148.895968904591,125,340,pre
d1-017,13,post,4,1067.4809224079618,245,6994.58956039049,-3180.37211729692,115,300,first
d1-017,13,pre,1,1260.1216904207636,215,8266.490869410653,-4931.217533016787,140,505,pre
d1-017,14,post,4,1025.5941689666167,275,4643.125075940893,-3231.6378277866684,115,415,first
d1-017,14,pre,1,1238.8691139593911,245,7199.805838556404,-4707.229231438818,95,410,pre
d1-017,15,post,4,1090.2080003627207,255,6422.755296658913,-3585.3326184481466,110,390,first
d1-017,15,pre,1,1206.1092628976326,230,8073.4500916266215,-4991.187601754566,105,380,pre
d1-017,16,post,4,993.2196854821184,255,5492.275101115187,-3818.4664047337646,95,370,first
d1-017,16,pre,1,1229.8545119694177,220,8400.434314547281,-5208.0975084314705,115,395,pre
d1-017,17,post,4,964.7643502917363,255,6295.806287817628,-4476.6526718711775,110,400,first
d1-017,17,pre,1,1158.4447869610267,290,6538.232383668111,-4491.86804192928,130,395,pre
d1-017,18,post,4,1017.496981371346,230,5396.192969097885,-3713.2943653328684,100,390,first
d1-017,18,pre,1,1298.4177002196157,245,7334.203305200366,-5671.34493336961,120,410,pre
d1-018,1,post,4,765.3303324043252,345,3704.6393214453824,-1820.8131653219195,115,485,first
d1-018,1,pre,2,541.1457782487137,545,1823.6612578483587,-1103.7296904630782,400,840,pre
d1-018,2,post,4,804.5387534552353,375,3840.812021449216,-2001.1915589772675,120,435,first
d1-018,2,pre,2,509.6176651983471,865,1792.3388234583201,-1398.3403009366239,387.88,1045,pre
d1-018,3,post,4,774.56032298337675,350,4219.402425988418,-1780.5265851767292,80,580,first
d1-018,3,pre,2,498.43210027001885,610,2342.026019843313,-1079.559754639107,20,1015,pre
d1-018,4,post,4,645.117363609182,370,2594.724966191481,-1663.5968922163229,60,655,first
d1-018,4,pre,2,612.3530003905978,510,1800.0658477618201,-1153.8259243620073,125,705,pre
d1-018,5,post,4,736.8399906711073,300,3632.4156871106616,-1538.6714925087167,100,440,first
d1-018,5,pre,2,626.0615636274374,360,2049.638157784376,-1530.578050015074,25,535,pre
d1-018,6,post,4,698.0307678941385,460,3188.418259932829,-1345.504783719957,220,845,first
d1-018,6,pre,2,625.9698382112822,400,2528.2452224423064,-1382.1512870868828,55,550,pre
d1-018,7,post,4,614.7908280607053,470,1787.924847214516,-1627.720033271553,75,600,first
d1-018,7,pre,2,566.0182256717388,495,2223.8230506064533,-1286.4925184691197,40,580,pre
d1-018,8,post,4,595.8046581395816,565,1700.2958006216718,-1407.4235453629692,310,975,first
d1-018,8,pre,2,667.8584147432841,415,2199.0505764182244,-1936.5718547439242,35,625,pre
d1-018,9,post,4,629.4233685939785,360,2553.063541798898,-1487.5968341088724,55,720,first
d1-018,9,pre,2,671.975332757453,475,2485.778069574543,-1649.0251571731355,95,725,pre
d1-018,10,post,4,710.884393299953,240,4224.287791294967,-1335.9080312766018,85,480,first
d1-018,10,pre,2,690.7647511281483,430,2888.369636544724,-1467.3013816341936,160,640,pre
d1-018,11,post,4,724.7735080372586,345,3104.5829386511305,-2078.1118622720096,70,695,first
d1-018,11,pre,2,698.0154365152089,415,3440.71652856782,-1607.7936559093996,130,750,pre
d1-018,12,post,4,716.3491913549273,400,2491.8078596926425,-2074.9349631712644,210,835,first
d1-018,12,pre,2,748.0745411923244,440,2843.8483136745153,-1997.979983898227,170,630,pre
d1-018,13,post,4,699.2213131384153,435,2531.9690943676233,-1566.2607187063663,200,730,first
d1-018,13,pre,2,880.1289506440231,355,3252.9877123872616,-2242.304484518672,65,520,pre
d1-018,14,post,4,677.8042245791653,310,3704.056680007666,-1590.2956180111362,95,545,first
d1-018,14,pre,2,901.525986162687,325,3501.9796756813107,-2526.883681347152,145,545,pre
d1-018,15,post,4,815.018166800565,380,2767.41808987934,-2534.66648123385,50,560,first
d1-018,15,pre,2,772.7962191382269,280,3956.838976443398,-2011.2463827886895,130,515,pre
d1-018,16,post,4,833.4786232045626,320,4435.925350961315,-2214.8593398246994,85,445,first
d1-018,16,pre,2,764.7467137406742,325,2758.6806560866594,-1950.8037306285055,95,610,pre
d1-018,17,post,4,876.8241768632204,365,3826.757251285988,-2777.036025085773,205,710,first
d1-018,17,pre,2,750.9623734507513,585,2200.7089362462234,-2030.150434851023,350,795,pre
d1-018,18,post,4,877.5111897464576,315,4961.4315556377605,-2656.071238136756,95,525,first
d1-018,18,pre,2,748.1161486549189,465,2621.0492219978005,-2218.9610365810377,155,740,pre
d1-019,1,post,4,833.0715086171573,260,6261.1078046573,-2925.672630349788,85,550,first
d1-019,1,pre,2,804.0003275664031,315,3311.917938800577,-2030.7009246332236,95,445,pre
d1-019,2,post,4,848.7546880903228,390,2511.048572942206,-2978.086978122522,45,530,first
d1-019,2,pre,2,729.9306834384195,375,3292.713355487062,-2616.877169836316,115,570,pre
d1-019,3,post,4,826.7855401694687,330,3376.5827902259407,-2387.895925205671,155,635,first
d1-019,3,pre,2,986.9158306733364,235,5960.6469773740955,-2431.7579950255995,95,375,pre
d1-019,4,post,4,648.6511979854288,510,3038.274125853739,-1672.4080909764898,180,580,first
d1-019,4,pre,2,1014.8229413298353,230,5835.5197661347465,-2569.5537432659303,95,410,pre
d1-019,5,post,4,903.8857356729795,405,2725.373799142763,-3207.1269410057444,180,545,first
d1-019,5,pre,2,1120.0638997490328,275,6241.510653271969,-4320.67069070039,100,435,pre
d1-019,6,post,4,786.4840866313514,300,2928.6391372184985,-2588.4079473200463,105,475,first
d1-019,6,pre,2,851.7539349298145,315,3854.6203754631097,-2442.503628007172,115,760,pre
d1-019,7,post,4,847.6964003912927,245,4507.947922136173,-2325.513956374774,95,375,first
d1-019,7,pre,2,772.4373379958724,480,2331.7931865545916,-2531.7383030655583,330,815,pre
d1-019,8,post,4,768.1213534486667,330,4462.737086943144,-2886.9804926260185,90,535,first
d1-019,8,pre,2,898.5354314365619,385,3311.098162943563,-2887.1910401180726,185,570,pre
d1-019,9,post,4,966.9749311408013,315,5429.921401861665,-3300.5997172085727,85,550,first
d1-019,9,pre,2,780.2378142816729,355,3330.1712144094945,-4230.553849352297,195,725,pre
d1-019,10,post,4,842.3564472161324,420,2435.7384721942367,-2732.000758240672,60,595,first
d1-019,10,pre,2,782.8948626992008,360,3312.0564946898194,-2699.123068637531,120,670,pre
d1-019,11,post,4,1000.5044990182655,345,5537.3504006791345,-4550.983048933816,95,415,first
d1-019,11,pre,2,773.5510233645775,390,2923.944599540473,-2158.9089075873003,160,515,pre
d1-019,12,post,4,809.7185773367602,435,2721.7389302625024,-3349.83218867957,90,605,first
d1-019,12,pre,2,815.3389613277454,380,3317.9335642588712,-2367.5312216501843,55,805,pre
d1-019,13,post,4,835.3652651463872,430,2881.771005576784,-2202.1258256854917,185,650,first
d1-019,13,pre,2,762.7372825724216,405,2769.423634127843,-2454.9274249584523,75,605,pre
d1-019,14,post,4,849.7435233027107,315,3348.8020798114194,-2274.0492929515494,85,425,first
d1-019,14,pre,2,796.1778776787039,410,3445.26049512495,-2039.1137130361776,65,535,pre
d1-019,15,post,4,809.8983367223357,420,2729.9326412756545,-2918.2618464614015,75,635,first
d1-019,15,pre,2,852.3289750440485,420,4197.5401124463915,-2694.47450880262,65,610,pre
d1-019,16,post,4,806.4327071449809,270,3728.5852322300047,-1782.6548776457134,115,570,first
d1-019,16,pre,2,815.837482603489,485,2959.083006084128,-2808.9436504388523,60,660,pre
d1-019,17,post,4,824.8824443528232,425,3942.6027112093016,-2819.8775266371076,70,650,first
d1-019,17,pre,2,758.1544241339657,435,3213.341866935937,-2464.7640062728315,75,800,pre
d1-019,18,post,4,987.455501634562,340,4048.9846833388174,-4300.189809409217,135,540,first
d1-019,18,pre,2,697.3509053673704,275,3253.355662485246,-2760.509513311106,60,610,pre
d1-020,1,post,4,628.336020020168,340,2550.8586331987112,-1349.3992562161466,55,515,first
d1-020,1,pre,1,617.0361314818164,480,2012.5030178347124,-1202.5812196876757,135,700,pre
d1-020,2,post,4,753.8976255809364,345,2973.781105210831,-1816.0117694212147,80,475,first
d1-020,2,pre,1,693.3933853675375,430,2963.3202698761006,-1735.0720259853213,175,575,pre
d1-020,3,post,4,667.8937351151943,310,2796.586616729998,-1746.5209547373179,110,515,first
d1-020,3,pre,1,502.04568298337665,835,991.8675830653684,-1786.255488013026,330,1075,pre
d1-020,4,post,4,768.7932527484662,370,3028.384055866716,-2428.0557878497557,160,540,first
d1-020,4,pre,1,588.1666729850143,610,1626.0747403862329,-1663.1085051981493,230,885,pre
d1-020,5,post,4,977.3778376836467,280,5312.599903460753,-3704.5610468819223,115,415,first
d1-020,5,pre,1,666.7974677469083,430,2354.374427459475,-1439.0989023073648,40,505,pre
d1-020,6,post,4,709.2036548880678,320,3129.745829401778,-1968.0408528594785,70,580,first
d1-020,6,pre,1,598.213708734723,345,2807.8921313512906,-1400.1916082866867,50,790,pre
d1-020,7,post,4,708.5867301140645,295,2607.160144563066,-1904.96703249963,90,500,first
d1-020,7,pre,1,637.8309423467624,485,2080.4933330729864,-1542.8439445860886,30,725,pre
d1-020,8,post,4,780.2805912696365,295,4204.030046065689,-2056.6184592731875,125,495,first
d1-020,8,pre,1,691.3021652201761,510,2657.9082506378236,-1571.7154908165685,305,830,pre
d1-020,9,post,4,959.7626924061135,225,6277.873742478903,-3308.380265583604,80,445,first
d1-020,9,pre,1,761.3504361300339,360,3481.0760740338433,-2205.7278135263755,75,535,pre
d1-020,10,post,4,807.9472571670734,290,3910.856190088022,-2522.272603055665,105,525,first
d1-020,10,pre,1,850.205477931321,295,4410.5785385490635,-2288.7890895863125,110,465,pre
d1-020,11,post,4,790.4710021162696,260,3571.271279976458,-2149.7890833495303,155,500,first
d1-020,11,pre,1,680.5547048490605,325,2858.386642496648,-1715.434713160369,180,640,pre
d1-020,12,post,4,883.8244464649727,285,3989.912611698195,-2898.4321703297924,145,490,first
d1-020,12,pre,1,794.5907079686776,440,2762.4171777748643,-2298.422079790619,255,805,pre
d1-020,13,post,4,880.0290363043803,250,4970.29898421142,-2526.7141494790394,80,440,first
d1-020,13,pre,1,1002.0224967776405,285,7540.293435296727,-3216.2539662451263,95,505,pre
d1-020,14,post,4,773.7555032509745,395,2896.931384574715,-4092.061152589358,280,635,first
d1-020,14,pre,1,616.5092417930957,280,2621.687639326554,-967.3833003921517,65,315,pre
d1-020,15,post,4,881.0889579423791,290,3575.874242802729,-2634.3885713198915,130,505,first
d1-020,15,pre,1,726.5606765519058,290,2947.902468154035,-1630.8522531864319,85,650,pre
d1-020,16,post,4,760.0068904965267,350,3274.4124944585587,-2506.7211505014434,85,580,first
d1-020,16,pre,1,692.071142547619,320,2853.5697293961766,-1926.977710107386,60,505,pre
d1-020,17,post,4,961.846751203203,240,4495.424372084938,-3755.2362471062866,110,415,first
d1-020,17,pre,1,672.9994190038645,350,2764.265004786721,-1796.8626656205486,95,480,pre
d1-020,18,post,4,821.8600644285468,300,3903.9708460709203,-2684.789871132377,115,460,first
d1-020,18,pre,1,703.479475536706,452,2426.0092376814787,-2097.4632036991525,267,747,pre
d1-021,1,post,5,820.1740556782045,265,4251.178104077742,-2445.2126614471676,215,330,second
d1-021,1,pre,1,707.2517200843638,455,1991.2802021835566,-1789.6890592197483,170,725,pre
d1-021,2,post,5,829.8308699653247,415,3622.4104377905915,-2564.2324049287463,220,525,second
d1-021,2,pre,1,623.2995104950855,390,2569.970473558072,-1746.9700752626986,65,635,pre
d1-021,3,post,5,750.999208827505,375,2766.8111106777715,-2135.239599854319,110,515,second
d1-021,3,pre,1,757.7916569786585,395,2699.179198123114,-1825.1638590416785,95,650,pre
d1-021,4,post,5,729.1269941121616,365,2293.9675140640857,-2051.655580985003,135,638.16,second
d1-021,4,pre,1,713.6253739536269,370,2681.034478773472,-1730.7517298715397,105,650,pre
d1-021,5,post,5,823.6141550922208,330,3130.227859969288,-2951.011251463822,220,535,second
d1-021,5,pre,1,673.944752658937,440,2373.1865611056833,-1617.343984685609,110,620,pre
d1-021,6,post,5,796.4823618771707,240,3631.80892335216,-2234.8049340362386,75,515,second
d1-021,6,pre,1,699.1806458839127,295,2863.9128212320466,-1763.9245523632737,90,625,pre
d1-021,7,post,5,783.8121175598783,270,3635.7537431794967,-1904.5404335843482,150,295,second
d1-021,7,pre,1,793.953691887384,385,3188.4846719904076,-2567.8549059175325,90,430,pre
d1-021,8,post,5,795.1759944741918,325,3598.1392634099225,-2128.72887094699,140,430,second
d1-021,8,pre,1,777.3813561467491,310,2496.892196083945,-2214.6660753939245,130,505,pre
d1-021,9,post,5,760.5209798701319,325,3207.4453957991154,-1896.4260852632274,110,475,second
d1-021,9,pre,1,827.6719869732527,420,3034.375718900965,-3934.1834474621737,140,595,pre
d1-021,10,post,5,793.174643250274,310,3107.0442793365023,-2380.6697083754943,100,605,second
d1-021,10,pre,1,807.7495118573196,415,3300.8454959853752,-2371.3876272783373,190,665,pre
d1-021,11,post,5,885.9595338149879,375,4566.300195736483,-2154.2925375407326,260,480,second
d1-021,11,pre,1,878.129528069829,345,3332.599373338324,-2468.6934788238814,90,530,pre
d1-021,12,post,5,800.3502439334109,405,3024.4673398516716,-2926.9299615320397,165,525,second
d1-021,12,pre,1,780.9436196055644,355,3001.4745136940937,-2279.686779606497,100,605,pre
d1-021,13,post,5,823.1357904355909,380,3229.139879972593,-2819.47075505914,140,480,second
d1-021,13,pre,1,829.1285209326454,350,3656.410270423449,-2626.725687464697,115,420,pre
d1-021,14,post,5,737.5453900898746,275,5046.664364710883,-2434.741575343677,245,305,second
d1-021,14,pre,1,850.0964571600241,295,3591.416278645761,-2462.8908067813345,90,445,pre
d1-021,15,post,5,734.1289405438533,350,2795.1763148084074,-2300.80928687696,100,460,second
d1-021,15,pre,1,741.9915172802224,335,2584.578935444779,-1778.2548747176493,200,430,pre
d1-021,16,post,5,758.9288762682417,365,2953.945904009162,-2032.7952416256767,95,415,second
d1-021,16,pre,1,740.8270068315073,530,1988.39151518308,-3189.8624251070596,125,685,pre
d1-021,17,post,5,716.2447039350385,315,2760.46117744562,-1843.5768872262456,195,470,second
d1-021,17,pre,1,754.025355944636,345,3313.0674304562226,-2267.450514695058,119.15,495,pre
d1-021,18,post,5,875.0265219604171,305,3410.6412508789126,-2675.4253350545605,105,420,second
d1-021,18,pre,1,854.6061459376087,305,3234.7943065504032,-2570.776360499952,90,485,pre
d1-022,1,post,5,830.6901051070627,295,5083.247441520454,-2339.79212174809,110,395,second
d1-022,1,pre,1,847.9370317035043,290,3849.0171748248645,-1858.029438367122,170,500,pre
d1-022,2,post,5,890.3988823636012,270,5854.202660587487,-2225.0477682583305,120,460,second
d1-022,2,pre,1,928.0871256153403,325,4734.793913519907,-2653.8580099961964,85,440,pre
d1-022,3,post,5,911.619260590452,215,5559.858453037569,-3034.1129674322465,105,445,second
d1-022,3,pre,1,923.0075877969099,405,4162.939481901626,-2845.529248266329,260,530,pre
d1-022,4,post,5,951.5731775079016,340,4854.472756661748,-3250.526474993321,125,480,second
d1-022,4,pre,1,914.9301682153681,345,4397.093191266165,-3231.8724063873733,85,495,pre
d1-022,5,post,5,843.2920877154564,355,4196.1617303151,-2928.394409691785,135,495,second
d1-022,5,pre,1,943.7102609124834,310,5936.188352419565,-2989.012103461985,120,455,pre
d1-022,6,post,5,895.8846981698247,315,5586.426270681939,-2863.9727274646466,115,460,second
d1-022,6,pre,1,967.925243096736,190,8061.118824867758,-2687.782593467021,110,430,pre
d1-022,7,post,5,957.7170688336165,305,5438.673655165538,-3903.366257880223,120,465,second
d1-022,7,pre,1,876.0905221874783,205,5599.142834929246,-2442.6057593886053,120,450,pre
d1-022,8,post,5,909.2201024386159,295,5342.172764809369,-3115.358245417379,125,425,second
d1-022,8,pre,1,892.9281364049419,210,5878.9979087178635,-2289.4739999026974,120,570,pre
d1-022,9,post,5,874.1063486400406,295,5475.080868176632,-2517.9315904528776,115,400,second
d1-022,9,pre,1,880.0745719373849,270,5218.734640833651,-2726.0222760647284,135,460,pre
d1-022,10,post,5,862.174761224991,415,3557.6098784843975,-2926.402455201038,165,515,second
d1-022,10,pre,1,948.7607677670576,275,6584.886543944433,-3248.732643366752,125,435,pre
d1-022,11,post,5,873.6189835873779,315,4431.26193943538,-2685.0487876205343,125,520,second
d1-022,11,pre,1,949.319846528107,225,6830.02198368793,-3631.5768072024644,130,470,pre
d1-022,12,post,5,892.7734316972977,250,5128.857808541008,-2268.04398001101,125,505,second
d1-022,12,pre,1,907.4875985016711,305,5770.052257456344,-2934.959421671448,115,525,pre
d1-022,13,post,5,897.279979281011,355,4855.962056734614,-3078.072665346028,110,520,second
d1-022,13,pre,1,851.9141558414015,315,5415.396546349472,-2355.762571010562,135,490,pre
d1-022,14,post,5,989.1130450823578,295,5325.6150486804045,-3690.106450749775,140,480,second
d1-022,14,pre,1,929.607269470428,220,6190.167680825698,-3508.796955642313,110,465,pre
d1-022,15,post,5,933.3084365008758,260,5092.827476777942,-2885.2626724887978,125,505,second
d1-022,15,pre,1,865.216781924423,315,3996.1469961989906,-2686.3302122222017,75,425,pre
d1-022,16,post,5,1064.0377153346376,335,5843.641926299743,-4046.5300423035283,130,430,second
d1-022,16,pre,1,913.9505931301167,275,5250.136851943194,-3242.228363011074,125,485,pre
d1-022,17,post,5,982.1803866754309,260,6257.507908053748,-3740.4572246859652,120,440,second
d1-022,17,pre,1,881.3108125461017,275,5369.903248556539,-2754.1512129167168,130,465,pre
d1-022,18,post,5,908.7022947781761,335,4650.479255542103,-3584.4873476909197,80,500,second
d1-022,18,pre,1,818.3037820150323,330,4501.781152135684,-2178.279098897424,110,455,pre
d1-023,1,post,5,883.1554451384004,580,3417.3215908952398,-4746.166229346365,555,620,second
d1-023,1,pre,1,968.202641588502,360,4239.45095223665,-2453.6222956989864,80,590,pre
d1-023,2,post,5,767.2353461616525,365,3894.0463814935083,-3320.7151749931268,75,435,second
d1-023,2,pre,1,763.2488081263014,575,3606.3769275306468,-2244.865833638979,105,605,pre
d1-023,3,post,5,883.1136682152467,495,3413.8510431091922,-3505.3389428441014,150,570,second
d1-023,3,pre,1,651.0456529313917,860,1622.969499137374,-2058.1542615878952,195,935,pre
d1-023,4,post,5,740.0116296370995,385,3794.230210555876,-4324.6456567739,165,735,second
d1-023,4,pre,1,846.1358780823057,390,3135.4683133824215,-2386.4188725404556,65,625,pre
d1-023,5,post,5,861.3647932198737,465,2693.2585851034614,-4894.040762846449,75,545,second
d1-023,5,pre,1,686.4961005473178,370,3324.4379355546757,-1525.6097896682436,130,730,pre
d1-023,6,post,5,683.0044462582612,425,4987.1790796181085,-1929.5572484575378,85,600,second
d1-023,6,pre,1,725.6695129535079,365,4302.043472820161,-1854.4605897977967,70,645,pre
d1-023,7,post,5,761.3819212417449,410,3990.3535086340144,-2400.292697774791,115,670,second
d1-023,7,pre,1,1012.682677327054,330,5013.448551663827,-3188.8140378807407,150,430,pre
d1-023,8,post,5,835.7113457148134,660,4230.782884395736,-6051.285487179995,215,695,second
d1-023,8,pre,1,861.6512685584836,445,4961.227056321611,-2906.2431490506287,110,685,pre
d1-023,9,post,5,859.1745517344211,425,3530.9701577169344,-3159.860265474981,65,620,second
d1-023,9,pre,1,912.6417109240118,210,7127.0424811774255,-2949.8840453055345,85,475,pre
d1-023,10,post,5,769.8340603924571,550,3052.685433848395,-3844.001264946563,100,675,second
d1-023,10,pre,1,835.1642854351489,380,3234.017236916527,-2291.7177954302515,50,545,pre
d1-023,11,post,5,799.6967685277905,345,4583.842541389115,-2519.8993380300194,80,610,second
d1-023,11,pre,1,875.8500505936331,325,4080.227387956941,-2339.247424188995,95,480,pre
d1-023,12,post,5,771.7053262684246,345,3564.161468085898,-3689.0471539753526,110,590,second
d1-023,12,pre,1,835.3708627403367,380,2577.1630612537965,-2209.193643076348,60,525,pre
d1-023,13,post,5,868.1591658917437,465,3934.5628318846434,-4188.8219098642985,125,645,second
d1-023,13,pre,1,887.6759306122859,330,3512.778543738517,-3051.9136021319,165,550,pre
d1-023,14,post,5,769.1168181309965,485,3429.478029624639,-2866.5242929832057,165,605,second
d1-023,14,pre,1,844.0971292986385,395,2864.1308243024696,-2442.125799657944,200,635,pre
d1-023,15,post,5,787.807237895675,410,4044.396714365417,-2857.96140314497,85,640,second
d1-023,15,pre,1,781.8659050434919,350,3662.6223987240805,-2327.2464299850753,60,745,pre
d1-023,16,post,5,814.5440917514652,385,4510.573158709287,-3337.3881479155475,65,630,second
d1-023,16,pre,1,772.4510707843243,495,2991.6612139431772,-2398.3190936147535,145,670,pre
d1-023,17,post,5,812.3861391565899,425,3260.7712268990695,-3889.552488626062,115,635,second
d1-023,17,pre,1,733.5294779263736,400,2790.1668632123815,-2070.683420751572,50,660,pre
d1-023,18,post,5,743.2338137040008,415,2612.8049877591175,-2796.4428911426858,55,785,second
d1-023,18,pre,1,740.2525250774916,345,3674.983046419322,-2300.862773746126,95,600,pre
d1-024,1,post,5,1049.2248596408813,235,6027.170371811782,-3223.1981161954263,95,575,second
d1-024,1,pre,2,1088.006832911481,340,4455.407686557824,-4700.571232230826,230,585,pre
d1-024,2,post,5,987.6156642064939,255,5207.824244238995,-2846.4796644685566,90,395,second
d1-024,2,pre,2,973.4412789016508,365,4094.6404405728067,-3327.9352689119146,155,510,pre
d1-024,3,post,5,1109.1096210386268,265,6397.058784293317,-4185.005949325627,115,415,second
d1-024,3,pre,2,984.5926018212729,335,4538.78571174704,-2928.824202617316,135,470,pre
d1-024,4,post,5,1073.451877837154,265,5181.490973424407,-3643.913638555411,80,425,second
d1-024,4,pre,2,1058.686973063088,320,4831.414659721227,-4754.563219780204,140,540,pre
d1-024,5,post,5,1152.1662663471652,240,6718.221242221118,-4165.036696080398,135,465,second
d1-024,5,pre,2,1183.8625855357495,340,5712.395053130196,-4652.3679514583255,150,455,pre
d1-024,6,post,5,1196.0196718047355,250,7544.908240283509,-6288.426362565639,110,415,second
d1-024,6,pre,2,1215.9590431665624,290,6306.357135795206,-3268.005833520355,125,520,pre
d1-024,7,post,5,1159.94092387464,95,7868.012174640818,-4486.153751571481,5,215,second
d1-024,7,pre,2,1183.8426861989014,285,6347.998385646208,-4098.99672558976,135,450,pre
d1-024,8,post,5,1284.0765703268435,240,7727.05366583521,-4964.13955943357,115,440,second
d1-024,8,pre,2,1159.9621356753646,325,6354.474277380543,-3841.3411145586842,115,415,pre
d1-024,9,post,5,1273.9713325982357,235,8467.276615887375,-5759.28752122857,110,395,second
d1-024,9,pre,2,1324.8091300778228,280,7721.780034142274,-6218.5044000417,130,430,pre
d1-024,10,post,5,1331.8621915225992,235,9407.905489556852,-5319.842337660783,120,370,second
d1-024,10,pre,2,1343.6822201816803,260,7595.3275830886305,-5350.288238128135,120,410,pre
d1-024,11,post,5,1056.725040623769,285,5012.086671556233,-3993.149605822434,115,430,second
d1-024,11,pre,2,1142.458881738638,270,6341.721499364573,-5064.048905953236,115,395,pre
d1-024,12,post,5,1075.1245694422441,250,5779.999398836147,-3663.3207830352417,140,295,second
d1-024,12,pre,2,1262.29247836494,295,6690.553132546194,-4920.53078002139,105,395,pre
d1-024,13,post,5,1214.8594254977916,265,6906.756154533627,-5508.598814435748,130,365,second
d1-024,13,pre,2,1315.2031479824725,295,8566.80425524136,-4966.185787927721,120,405,pre
d1-024,14,post,5,1168.8850596755556,255,6812.767311580234,-4088.5598132571295,115,425,second
d1-024,14,pre,2,1308.3170902249512,270,7579.435395123397,-6053.41572773567,110,395,pre
d1-024,15,post,5,1248.7418407682462,225,7694.56711006893,-5053.329856705348,100,325,second
d1-024,15,pre,2,1245.43259741794,265,7609.673244701353,-5111.377792728638,100,400,pre
d1-024,16,post,5,1275.762682462637,240,9122.968403285797,-6393.374305959791,110,325,second
d1-024,16,pre,2,1416.9556716793243,245,8403.947118771013,-6114.743246384314,115,390,pre
d1-024,17,post,5,1268.3838010720776,290,7516.182114574945,-5810.895419241209,135,330,second
d1-024,17,pre,2,1359.3416638209897,245,9983.501422330268,-5905.997687377799,125,345,pre
d1-024,18,post,5,1261.779771302178,210,9741.371732476935,-4730.738554639387,105,320,second
d1-024,18,pre,2,1417.7833726574634,260,8657.024069568775,-6275.953739197004,110,360,pre
