ppid,trial_num_in_block,order,time,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt
d3-017,6,second,post,1138.56731132002,380,5384.28861738011,-4227.26659247474,210,450
d3-017,7,second,post,1064.32359177068,375,6491.99693795933,-3622.73918926723,175,495
d3-017,8,second,post,1052.45102600471,390,6807.59542758299,-3960.94173242707,195,585
d3-017,9,second,post,984.271164047941,425,5288.45255629523,-4760.70700342757,160,525
d3-017,10,second,post,943.105506158003,450,6318.43529555723,-3880.22694528546,220,625
d3-017,11,second,post,980.801083183687,415,5570.67103827309,-4852.99773099257,195,515
d3-017,12,second,post,1045.78324630531,450,5833.558054664,-3178.45380231001,225,500
d3-017,13,second,post,1015.51128987186,380,5737.94518692553,-3774.12797779523,180,545
d3-017,14,second,post,968.631435355956,410,4272.60385759449,-4013.41104699781,110,470
d3-017,15,second,post,977.040902121966,345,4827.19848364275,-3738.89582797712,125,455
d3-017,16,second,post,1049.0028857006,435,4224.2939255305,-3532.02611317484,190,490
d3-017,17,second,post,899.459424321601,445,5364.41756844817,-3871.80294448575,215,555
d3-017,18,second,post,1073.64681256362,490,7073.92990891963,-3899.69219853653,275,660
d3-017,1,pre,pre,1000.49562118731,395,6761.10005619348,-3689.85647555,315,615
d3-017,2,pre,pre,1141.42252186252,415,5684.19705807605,-4625.22889866701,265,665
d3-017,3,pre,pre,982.040917306754,455,4717.83828490027,-4113.13104748399,230,600
d3-017,4,pre,pre,961.265806046032,435,4327.53550596276,-2730.91811209103,225,515
d3-017,5,pre,pre,1050.2404341943,415,5937.63311640012,-4039.45830787204,245,515
d3-017,6,pre,pre,992.631867212142,335,5879.63485873483,-3521.09271876867,205,550
d3-017,7,pre,pre,880.553054849602,370,3625.34621147692,-3052.04637729701,145,665
d3-017,8,pre,pre,1018.97750072339,415,4730.91508727651,-3443.34328186447,210,500
d3-017,9,pre,pre,886.57147748862,380,4816.30476527282,-3050.42758807546,110,535
d3-017,10,pre,pre,847.546623212535,495,4078.62871324003,-3215.73783264365,210,725
d3-017,11,pre,pre,938.503014235448,520,5275.3176931579,-3308.32750520731,225,640
d3-017,12,pre,pre,927.593395163567,415,4581.55405208029,-4021.27281881412,305,560
d3-017,13,pre,pre,1027.0755643355,465,6312.07496702006,-4230.95704309585,345,690
d3-017,14,pre,pre,993.118798463341,455,5315.16202039878,-3839.25166911872,265,635
d3-017,15,pre,pre,806.386537155407,485,3684.50355219173,-3191.26049542521,170,665
d3-017,16,pre,pre,886.73387300834,400,5465.30014687679,-2989.80444735002,270,660
d3-017,17,pre,pre,958.350691786088,430,4812.35441641725,-3626.50309437602,205,545
d3-017,18,pre,pre,1060.01963638444,450,4928.17723220673,-3408.68363676081,380,495
d3-018,1,second,post,725.563156720175,350,3877.90927090299,-2264.79759406467,205,640
d3-018,2,second,post,719.013781666864,350,3718.19343596963,-2307.29728956777,190,765
d3-018,3,second,post,839.897063860104,320,4589.01167698281,-3697.72585414973,180,535
d3-018,4,second,post,823.771637880279,390,4591.6005656553,-3266.10333897639,210,460
d3-018,5,second,post,879.479833432586,315,4689.8496725645,-2973.4849315785,205,405
d3-018,6,second,post,703.868565683031,385,4468.07375789594,-4079.89606757707,205,585
d3-018,7,second,post,753.214924632186,300,4702.6993446047,-3434.26817623244,195,550
d3-018,8,second,post,726.847102654514,405,3964.44914583184,-3474.32241130511,160,515
d3-018,9,second,post,871.258923695274,390,4575.78701470277,-4505.68555744725,255,535
d3-018,10,second,post,746.010734416967,390,2979.03617896836,-2301.52055040104,120,475
d3-018,11,second,post,885.537380040975,325,3679.13445395847,-3120.35951725247,180,400
d3-018,12,second,post,714.289041078665,360,3969.5141456137,-2085.90338863298,150,630
d3-018,13,second,post,812.90730777408,440,3050.1537832384,-2993.22845375159,190,635
d3-018,14,second,post,721.423638591253,305,3924.59631389448,-2259.4160262754,175,450
d3-018,15,second,post,863.507294304265,430,4438.1020111869,-3137.65198513088,220,520
d3-018,16,second,post,966.865106007006,375,6103.15958063249,-3712.36440012447,290,465
d3-018,17,second,post,949.563317960668,310,6005.34518679907,-3973.84133125583,175,385
d3-018,18,second,post,785.462365965851,395,4936.86029236816,-2700.91785797823,195,545
d3-018,1,pre,pre,722.585981099488,660,2627.54529140186,-2351.82114338347,405,790
d3-018,2,pre,pre,738.412136364921,425,3808.18557296221,-2837.64626011796,170,545
d3-018,3,pre,pre,836.424692784361,445,3537.26885340863,-2802.12996573614,320,615
d3-018,4,pre,pre,706.087764433557,550,2609.09026503917,-2488.60513855304,225,760
d3-018,5,pre,pre,809.903362216149,635,3306.47398469141,-2608.74621912595,380,705
d3-018,6,pre,pre,870.314225598136,465,3090.24722242503,-3144.75985597156,345,580
d3-018,7,pre,pre,816.541775078665,360,4432.23476024766,-2490.31468024692,255,505
d3-018,8,pre,pre,806.7019502984,405,4417.35965401429,-2281.04582555693,170,620
d3-018,9,pre,pre,721.916450266895,515,3356.55253744289,-2720.0383112818,260,585
d3-018,10,pre,pre,884.512669395966,425,4811.6050986464,-3237.78264322501,275,640
d3-018,11,pre,pre,775.189150880022,435,3512.09950322217,-3582.95316530365,145,620
d3-018,12,pre,pre,751.245949006214,460,2931.75169664973,-2390.11594591351,205,545
d3-018,13,pre,pre,833.361882556834,360,5179.04615428038,-2590.34548108457,215,545
d3-018,14,pre,pre,676.364058273669,370,3667.97240040064,-3309.17574225796,200,475
d3-018,15,pre,pre,763.955951562658,385,3571.16193078535,-2293.045476307,210,630
d3-018,16,pre,pre,714.592192383861,375,3324.07656648138,-2818.3436562278,145,545
d3-018,17,pre,pre,781.992646005337,450,3554.92861543849,-3392.80495738409,235,635
d3-018,18,pre,pre,945.490834749674,410,5002.40808191612,-3788.54550244581,180,515
d3-019,1,second,post,794.540058726117,380,5407.32875545898,-2090.64461382471,265,710
d3-019,2,second,post,916.868759482726,360,5100.0400384801,-3455.17281508938,115,525
d3-019,3,second,post,1137.62732778719,310,5171.33545650264,-4731.9356036451,200,435
d3-019,4,second,post,935.216431250842,420,5568.72204068204,-4151.77224446127,245,620
d3-019,5,second,post,1008.74729847345,380,6352.01300114593,-4953.33836428191,175,540
d3-019,6,second,post,1082.65067314547,485,6889.38827826542,-5189.81731963958,310,525
d3-019,7,second,post,921.727878448359,365,6167.05915920794,-3515.2936456689,175,610
d3-019,8,second,post,1033.91725097938,375,7144.85877338273,-5933.78576419559,145,485
d3-019,9,second,post,985.803388593802,390,6705.81231646867,-4373.97872780195,205,525
d3-019,10,second,post,1124.44310043034,350,9103.61820645108,-5721.73054025586,145,465
d3-019,11,second,post,1082.6881709665,435,6861.14808606219,-5608.77999216852,185,525
d3-019,12,second,post,958.40549131654,460,3732.10793998186,-4111.99323978668,230,550
d3-019,13,second,post,1110.29991264032,380,7298.05645337218,-5638.70616990731,155,490
d3-019,14,second,post,1042.08043065501,430,7649.88724952426,-5721.068193474,225,560
d3-019,15,second,post,1111.9248647204,385,4696.71571674322,-5346.98491642476,145,485
d3-019,16,second,post,1132.91406012949,540,4607.81515921436,-5793.72481626061,465,645
d3-019,17,second,post,992.805139602455,425,5721.72077746149,-4804.25370938951,240,535
d3-019,18,second,post,1096.1436140584,380,4612.76826440566,-5350.89089426366,220,530
d3-019,1,pre,pre,504.682006877992,340,2836.75566133267,-1738.5324486392,215,705
d3-019,2,pre,pre,816.472488201589,520,4167.45494302482,-2873.35164487189,310,745
d3-019,3,pre,pre,1000.46879876142,425,5195.05035646714,-3804.63695563922,295,600
d3-019,4,pre,pre,935.5407667676,475,4534.65926598198,-4031.90020603868,300,585
d3-019,5,pre,pre,743.186862695061,330,4207.13860766335,-2030.00616375792,110,500
d3-019,6,pre,pre,963.032185601883,415,4897.53533458741,-3514.67052188916,230,500
d3-019,7,pre,pre,840.234529391032,470,5552.05932802542,-3229.70651690794,250,555
d3-019,8,pre,pre,1160.05864373817,390,7204.30141207162,-4760.94238379831,265,530
d3-019,9,pre,pre,729.763847493196,345,3584.62044034291,-2033.29716592159,240,430
d3-019,10,pre,pre,936.292271963147,415,6422.28659645232,-3791.38794560795,225,500
d3-019,11,pre,pre,878.039903526338,425,4210.56771739234,-3229.48695935149,125,625
d3-019,12,pre,pre,869.218526629716,370,4937.49938583539,-2953.49831872229,245,455
d3-019,13,pre,pre,1036.72616720269,420,6295.67076277826,-4375.74026483542,265,600
d3-019,14,pre,pre,864.418649528188,415,4200.23608179743,-3687.7000837645,230,680
d3-019,15,pre,pre,1259.31006615424,530,5354.38808925908,-6707.76134026971,185,580
d3-019,16,pre,pre,1052.42316546103,355,6195.56730290585,-3442.84050737839,180,500
d3-019,17,pre,pre,983.383085591587,320,6299.68439939538,-3624.98624336152,200,490
d3-019,18,pre,pre,1127.71668388501,380,7859.29081173714,-4275.60911168302,220,460
d3-020,1,second,post,977.18131564756,360,6627.80354706083,-4481.84775341834,185,480
d3-020,2,second,post,1198.02422467471,370,9090.8258056679,-6650.52815056729,185,450
d3-020,3,second,post,1034.30530036547,390,7481.38935707873,-4298.96039293063,210,550
d3-020,4,second,post,944.887176307842,275,6670.7534335148,-3238.47200686704,160,420
d3-020,5,second,post,930.652497267171,310,4915.76690555692,-3015.21428877904,175,450
d3-020,6,second,post,1033.95174150147,430,4577.15985716514,-6127.04952503656,180,520
d3-020,7,second,post,1207.28651020278,390,4861.61634622558,-4798.21907552342,160,510
d3-020,8,second,post,1067.11533713735,340,4700.5162664105,-5179.17268713045,155,450
d3-020,9,second,post,1125.46454598835,385,4896.37335425744,-4981.60788498274,300,475
d3-020,10,second,post,1234.92618034056,330,5402.35521391546,-5993.01651114555,135,435
d3-020,11,second,post,1088.41215419407,345,5613.65534086901,-5107.09675223562,275,530
d3-020,12,second,post,1168.75677448104,350,6499.35307232102,-7225.44391128631,180,415
d3-020,13,second,post,1174.15622035308,325,6333.84286472977,-5442.88157843534,185,475
d3-020,14,second,post,1265.67026064504,285,9016.10508623084,-6588.83236849199,170,430
d3-020,15,second,post,1176.13320587834,310,7346.63641996639,-6569.05501599884,195,440
d3-020,16,second,post,1098.29765821127,315,6450.40186067656,-5358.37634573941,235,435
d3-020,17,second,post,1228.13773907728,295,9535.99739595597,-5763.45578982046,230,460
d3-020,18,second,post,1084.93234756564,300,6408.89226692857,-5478.82352968644,185,470
d3-020,1,pre,pre,860.647188848883,370,3756.41722346646,-4076.22173263949,190,595
d3-020,2,pre,pre,821.162466345236,320,4014.60129740556,-2500.61669703559,140,825
d3-020,3,pre,pre,825.399500206295,345,3972.805836816,-2684.87069317144,180,615
d3-020,4,pre,pre,563.368673745829,365,4100.84411338247,-1920.34385432737,110,910
d3-020,5,pre,pre,794.485932352092,425,2817.59712817697,-3027.21436293441,160,570
d3-020,6,pre,pre,932.85342756336,370,3903.29228076372,-3576.50749054059,230,505
d3-020,7,pre,pre,1071.96987294315,285,6028.48768688111,-4430.66759396091,145,470
d3-020,8,pre,pre,948.193579531725,360,5448.758476046,-4458.75687590434,165,515
d3-020,9,pre,pre,1157.77330495133,295,6558.20239010709,-5095.67131582769,130,455
d3-020,10,pre,pre,1040.84360833141,325,5526.9908388219,-5190.24944440319,180,475
d3-020,11,pre,pre,1039.2231623278,320,6231.18053407961,-4618.45551312847,150,475
d3-020,12,pre,pre,838.503389965437,370,4832.61698320194,-4242.88871672896,220,530
d3-020,13,pre,pre,1136.74085457028,290,7398.73826743142,-4133.64857370269,190,385
d3-020,14,pre,pre,1100.21708840015,310,6987.63587079306,-4385.58108398056,210,410
d3-020,15,pre,pre,1215.7321510906,285,8808.28524167782,-6004.53016001116,180,430
d3-020,16,pre,pre,1064.77941623025,365,7154.43307920378,-3762.53722071648,250,515
d3-020,17,pre,pre,1138.90763702162,315,8085.46536058904,-5139.65276241214,185,445
d3-020,18,pre,pre,1064.13106075298,305,7537.31171659594,-4519.98013903495,195,530
d3-021,1,second,post,948.347770922958,335,6730.42836002444,-3135.37349350324,225,430
d3-021,2,second,post,998.338065602849,360,7143.7005274165,-3669.95632550418,235,490
d3-021,3,second,post,994.136743786556,375,7021.95226662321,-3560.98532223759,220,545
d3-021,4,second,post,1102.32028370571,290,8935.89419141298,-5193.33400431035,165,480
d3-021,5,second,post,1014.08796415948,395,5776.08324086961,-4574.4504334965,195,500
d3-021,6,second,post,973.631299213131,370,5922.08201096083,-3471.72352244894,285,545
d3-021,7,second,post,909.718795516405,375,6651.08051885171,-4144.45356008159,235,550
d3-021,8,second,post,907.431432989849,420,4361.12905278084,-3342.53414924933,280,565
d3-021,9,second,post,958.511562923107,350,5762.56998757336,-3317.48775119939,175,500
d3-021,10,second,post,1031.36333352453,375,5951.58385313803,-3630.3310425256,225,420
d3-021,11,second,post,954.108741572909,395,5564.47634011691,-3144.0742097546,285,495
d3-021,12,second,post,887.55090326952,380,5481.68288200997,-3536.13929807524,215,530
d3-021,13,second,post,820.909869965044,345,5700.46281235724,-2712.76613465998,170,480
d3-021,14,second,post,897.578279767386,395,6142.48727967803,-2272.49854612368,210,605
d3-021,15,second,post,944.410269204374,385,5052.14324214972,-3373.43156043211,240,585
d3-021,16,second,post,940.316687058397,320,6147.83381297679,-3633.16442850578,160,480
d3-021,17,second,post,854.319420521768,305,6649.14574402432,-4168.31765534719,215,545
d3-021,18,second,post,926.287463053796,325,5834.75130688334,-3354.99759819555,145,685
d3-021,1,pre,pre,1292.87932249689,360,9864.7802425625,-5355.67856212869,275,400
d3-021,2,pre,pre,1232.15348800209,360,6087.14913667131,-4247.65029821429,230,425
d3-021,3,pre,pre,1119.49080357171,410,5643.34840191879,-3379.08348971052,240,605
d3-021,4,pre,pre,1164.35459384879,365,4956.13830977427,-4242.01084732252,175,540
d3-021,5,pre,pre,1322.57072420709,355,6861.07452283066,-5065.58404686125,290,440
d3-021,6,pre,pre,1166.73310311646,400,6196.28133632417,-3716.25789671633,230,630
d3-021,7,pre,pre,1141.60813165194,410,5538.1455343515,-3975.32158519999,280,600
d3-021,8,pre,pre,992.704280585181,370,4296.809359255,-3642.65846421907,180,715
d3-021,9,pre,pre,1135.4826586618,380,6366.36463763887,-3853.83855575509,335,425
d3-021,10,pre,pre,975.287808677176,380,5973.32175384023,-2914.74480647053,260,640
d3-021,11,pre,pre,997.748523472387,385,4602.56521018114,-3563.33550193805,190,555
d3-021,12,pre,pre,1080.73705472586,295,6681.74436344978,-3131.40387011802,175,485
d3-021,13,pre,pre,1197.74941971882,410,5308.89642723107,-4452.43845634594,250,490
d3-021,14,pre,pre,940.825050205704,380,5640.93270810101,-2613.94342471336,215,750
d3-021,15,pre,pre,1034.19269539918,390,4113.91354820208,-3119.44234043678,275,535
d3-021,16,pre,pre,930.499304269807,400,4025.80374380964,-2555.89426944181,200,640
d3-021,17,pre,pre,1087.08523689749,445,4325.32280591824,-4178.83938322829,215,485
d3-021,18,pre,pre,1067.04055354989,350,5314.62711708286,-3356.58696282795,245,505
d3-022,1,first,post,1666.60457836073,335,11306.9243101178,-9794.55046597491,175,390
d3-022,2,first,post,1535.69348658625,305,10754.7623909881,-8765.77864990767,135,410
d3-022,3,first,post,1308.80578243143,355,8773.05485262812,-5383.26438205348,250,505
d3-022,4,first,post,1444.03941818985,290,9652.96765439924,-9056.49942180914,205,465
d3-022,5,first,post,1100.36832105558,375,5119.37080275229,-4483.85998538504,210,480
d3-022,6,first,post,1336.10081468252,365,7332.00364573368,-6943.30414135412,280,490
d3-022,7,first,post,1409.34804801372,365,8555.92270751231,-7595.87422703714,215,500
d3-022,8,first,post,1342.55800660315,380,5334.1450328441,-8065.36525612447,190,455
d3-022,9,first,post,1442.98996871729,300,9747.68042601847,-9220.84931664874,145,400
d3-022,10,first,post,1391.79246905754,290,8558.4527899868,-9198.95638973357,150,425
d3-022,11,first,post,1388.01990749378,335,8456.56114204429,-7259.59926747837,215,505
d3-022,12,first,post,1394.5423718496,300,8113.63996586357,-7314.11992611236,160,370
d3-022,13,first,post,1581.05202686278,300,9358.24162397411,-9930.43499682774,235,370
d3-022,14,first,post,1379.61129007699,290,9121.60917501184,-6686.67058494545,150,420
d3-022,15,first,post,1247.87696149743,310,7986.74001728992,-7964.81002924729,165,440
d3-022,16,first,post,1521.17288794847,315,9382.76855416811,-7927.78134004964,200,420
d3-022,17,first,post,1360.8497638468,300,8750.88715072709,-7227.16024353248,160,415
d3-022,18,first,post,1378.0148137005,310,7803.51762983354,-7643.38625580872,160,400
d3-022,1,pre,pre,1406.30857582343,280,11007.6057570477,-6905.55099503021,190,430
d3-022,2,pre,pre,1274.4472980799,490,7325.12787338844,-7857.80767918473,315,590
d3-022,3,pre,pre,1268.96514635348,350,7996.65258783129,-6664.09592660104,265,495
d3-022,4,pre,pre,1134.8618139575,355,6427.49436595566,-6057.44053766995,190,520
d3-022,5,pre,pre,1213.33479533979,350,8397.93762430681,-5739.48998364349,275,460
d3-022,6,pre,pre,1086.18928481169,360,5269.50134709437,-4597.53876228279,200,495
d3-022,7,pre,pre,1316.19931906004,330,8018.13087324539,-7413.70787390274,215,455
d3-022,8,pre,pre,1451.98477445977,290,10663.07812168,-8185.72686901366,175,355
d3-022,9,pre,pre,1425.25324262474,270,11311.6787075922,-8115.30628856073,195,390
d3-022,10,pre,pre,1373.18658685963,285,9434.48326807446,-7557.95159747709,155,375
d3-022,11,pre,pre,1412.45265437352,340,11705.5854453108,-6618.35494326816,250,415
d3-022,12,pre,pre,1455.9364374137,255,10861.1579763589,-6729.88695580748,160,440
d3-022,13,pre,pre,1709.70651401915,235,15220.6584414714,-8578.4408148114,160,380
d3-022,14,pre,pre,1715.48800759272,270,15255.2615043449,-9809.00516325536,195,340
d3-022,15,pre,pre,1563.43748523361,310,9773.01839408017,-10039.1355939349,195,380
d3-022,16,pre,pre,1455.19838875015,270,10793.6180771426,-9433.8624514465,160,415
d3-022,17,pre,pre,1491.52337440633,270,11287.0526406789,-7818.9821409901,180,385
d3-022,18,pre,pre,1463.37030031771,280,10244.6197958268,-8187.81799932255,190,375
d3-023,1,first,post,1227.55051401806,395,7011.60699142318,-5165.20898175305,145,460
d3-023,2,first,post,1288.95251145887,440,7314.60371093368,-6093.3578657922,145,525
d3-023,3,first,post,1278.25201185945,490,4463.6118933244,-6302.10570226089,175,555
d3-023,4,first,post,1350.36054970639,450,6881.81110458594,-5699.3304710925,160,510
d3-023,5,first,post,1459.0513018809,425,6931.86391449303,-7856.98215708926,155,490
d3-023,6,first,post,1321.01284277775,380,5299.90344851662,-4447.46291605027,160,580
d3-023,7,first,post,1084.78206922025,455,6793.97311577838,-4404.80879061948,180,575
d3-023,8,first,post,889.5448150499,475,5978.11840732687,-4551.87329590062,105,560
d3-023,9,first,post,1253.89324007771,445,4742.47482604716,-5947.36099241851,255,545
d3-023,10,first,post,1088.84294568621,415,5309.64865793839,-4659.54402996721,180,535
d3-023,11,first,post,898.619193172955,360,5048.62448001361,-2882.71150556865,165,725
d3-023,12,first,post,1116.56940618925,460,6539.25553412259,-5303.10018194738,205,625
d3-023,13,first,post,1164.43339113389,480,4737.62127010506,-6040.02694311597,205,565
d3-023,14,first,post,1087.59584426073,555,3093.54793960952,-3960.63501408357,480,645
d3-023,15,first,post,1036.72955818649,370,6002.28912911188,-4507.81935244656,235,560
d3-023,16,first,post,990.255120714608,475,4442.79690587126,-3606.54505754394,140,655
d3-023,17,first,post,1028.95700040668,500,4122.98182780125,-4454.13118428959,185,645
d3-023,18,first,post,1209.5426742869,485,6125.84334397353,-4552.80837248531,205,600
d3-023,1,pre,pre,827.062577536036,460,4034.30694441052,-3386.21773585043,205,680
d3-023,2,pre,pre,1152.0690760633,540,3765.15803762628,-5482.19934488539,155,705
d3-023,3,pre,pre,1207.97659631583,410,6534.58955121555,-3659.91895919558,315,690
d3-023,4,pre,pre,1326.75645703651,450,4326.44298177107,-4984.46608743451,325,530
d3-023,5,pre,pre,1242.16346194215,430,5034.84879818487,-4367.7155177361,350,500
d3-023,6,pre,pre,1045.08295342193,505,3034.65950876187,-4185.61548082346,210,615
d3-023,7,pre,pre,1219.51835371087,425,4298.29620574888,-5483.56939621284,175,520
d3-023,8,pre,pre,1093.77271821408,415,4416.08819123651,-4994.23857113193,155,570
d3-023,9,pre,pre,1002.93155466097,525,4301.63285256467,-3423.20368448211,290,700
d3-023,10,pre,pre,1164.34807325527,465,4268.25736943398,-5018.55720339438,415,600
d3-023,11,pre,pre,1183.26637574828,510,5435.06940287508,-4363.10840882141,420,630
d3-023,12,pre,pre,1138.29249366054,425,4502.13681642357,-5402.68930897629,355,570
d3-023,13,pre,pre,1207.58166891992,485,4261.18245742388,-4922.40324280478,425,575
d3-023,14,pre,pre,1120.73286356229,465,4746.02289124386,-4416.0019910737,355,550
d3-023,15,pre,pre,1260.90172118389,455,5146.21258184062,-6725.03585576182,190,575
d3-023,16,pre,pre,1156.35866636524,420,5293.04977241167,-4524.4308863827,360,570
d3-023,17,pre,pre,1093.0729511193,425,5970.46347150725,-4203.16331234552,260,615
d3-023,18,pre,pre,915.863494853958,370,4814.80409282973,-3853.66764124179,215,630
d3-024,1,first,post,1111.77748131722,385,8150.95886988728,-5077.54081781811,240,500
d3-024,2,first,post,1240.50161171962,320,7759.90441671015,-5968.28270017818,180,420
d3-024,3,first,post,1315.10482081727,340,6933.38987930403,-6440.20062899896,190,455
d3-024,4,first,post,1246.93803428378,320,7866.3287770586,-6354.67760160934,175,450
d3-024,5,first,post,1177.21086128598,320,6272.31621845108,-6568.28798580576,220,420
d3-024,6,first,post,1150.48946969416,320,7384.70238019383,-5347.2107808931,215,465
d3-024,7,first,post,1371.44640608392,440,6400.24514847186,-7896.87804313969,235,545
d3-024,8,first,post,1346.55847845798,330,7443.45166051282,-6494.06985495352,175,460
d3-024,9,first,post,1232.50181528945,330,7496.25631129188,-6661.53418581237,170,460
d3-024,10,first,post,1100.29593657513,365,6186.63271980695,-6222.92429827568,160,470
d3-024,11,first,post,1153.84592516346,345,6054.57484444572,-5706.94281074822,195,470
d3-024,12,first,post,955.639819677743,330,5192.77281555007,-5282.84367439821,140,510
d3-024,13,first,post,1003.53481944957,340,5726.30419890942,-3986.19416714767,185,495
d3-024,14,first,post,945.846932082576,300,5052.67205963753,-4122.98185379222,260,500
d3-024,15,first,post,1038.72079262935,315,5772.004139883,-5240.53175401118,210,470
d3-024,16,first,post,981.403412520389,410,5014.58283221845,-4230.69262062833,295,600
d3-024,17,first,post,1049.36488458938,350,6211.28364361977,-4939.17382624549,230,515
d3-024,18,first,post,1110.64969073899,355,5619.62194390873,-4970.20422136554,230,480
